"IDPIF","zIndex","SUPQUEMADA","RADIO_M","MUERTOS","HERIDOS","IDCOMUNIDAD","COMUNIDAD","IDPROVINCIA","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","RES_GRP_CAUSA","IDGRUPOCAUSA","DESC_CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2003050122","512","459.5000","1209.39403298285","0","0","17","CASTILLA Y LEON","5","AVILA","EL BARCO DE AVILA","NAVA DEL BARCO","40.27072800","-5.55574900","2003-08-10","210","305","0","1","RAYO","371","11","9","0","178695"
"2005290106","513","457.3800","1206.60091058619","0","0","4","ANDALUCIA","29","MALAGA","COSTA DEL SOL","MARBELLA","36.52957300","-4.84863000","2005-06-12","495","2655","0","5","CAUSA DESCONOCIDA","335","17","12","287356","319829"
"2006151810","514","456.0000","1204.77926650407","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CEE","42.94302600","-9.15781400","2006-08-08","2530","2910","1","4","Provocados por pastores y ganaderos para regenerar el pasto","81","5","2","0","268658"
"2004290129","515","455.0000","1203.45751156252","0","0","4","ANDALUCIA","29","MALAGA","COSTA DEL SOL","CASARES","36.44296200","-5.29167200","2004-08-12","1880","1880","0","2","FUMADORES","391","14","25","334981","27209"
"2004130099","516","455.0000","1203.45751156252","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","PASTOS","ALMODÓVAR DEL CAMPO","38.65669300","-4.49442300","2004-07-31","267","307","0","2","ESCAPE DE VERTEDERO","98","17","3","0","58500"
"2008050085","517","452.0000","1199.48350782774","0","0","17","CASTILLA Y LEON","5","AVILA","PIEDRAHITA","NAVAESCURIAL","40.44170000","-5.24463600","2008-04-06","1035","1380","1","4","Provocados por cazadores para facilitar la caza","49","0","4","0","0"
"2002370074","518","452.0000","1199.48350782774","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","VILLARINO DE LOS AIRES","41.22594700","-6.43758900","2002-07-31","535","1925","1","4","Sin datos","165","12","8","0","24756"
"2004290075","519","451.4700","1198.78006454644","0","0","4","ANDALUCIA","29","MALAGA","COSTA DEL SOL","MARBELLA","36.51629500","-4.76114400","2004-07-09","3365","3310","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","315","18","16","244903","159994"
"2006321053","520","450.0000","1196.8268412043","0","0","3","GALICIA","32","OURENSE","MIÑO-ARNOIA","AMOEIRO","42.40375500","-7.89833200","2006-08-08","3040","9570","1","4","Sin datos","60","7","1","0","1661998"
"2006151710","521","450.0000","1196.8268412043","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","TEO","42.78859200","-8.60849700","2006-08-07","685","2130","1","4","Sin datos","67","7","1","0","583876"
"2002330468","522","450.0000","1196.8268412043","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.23767500","-6.71428500","2002-02-01","0","0","1","4","Provocados por pastores y ganaderos para regenerar el pasto","13","0","0","0","73263"
"2003140061","523","446.4000","1192.02992073372","0","0","4","ANDALUCIA","14","CORDOBA","VALLE DEL GUADIATO","BELMEZ","38.30400300","-5.20028500","2003-07-29","293","1208","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","154","9","12","0","0"
"2001280232","524","444.4300","1189.39674926688","0","1","16","MADRID","28","MADRID","TORRELAGUNA","NAVALAFUENTE","40.81968100","-3.67579300","2001-08-24","694","1769","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","206","19","9","0","0"
"2006361633","525","443.6000","1188.28559492712","0","0","3","GALICIA","36","PONTEVEDRA","DEZA-TABEIROS","FORCAREI","42.53774700","-8.27651900","2006-08-07","1910","2345","1","4","Otras motivaciones","43","10","5","41539","544767"
"2009370373","526","443.0000","1187.48170335134","0","1","17","CASTILLA Y LEON","37","SALAMANCA","BEJAR","S ESTEBAN DE LA SIERRA","40.52842300","-5.88446600","2009-09-15","980","3350","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","350","24","22","0","0"
"2007430065","527","440.0500","1183.52129433812","0","1","2","CATALUÑA","43","TARRAGONA","PRIORAT","PRADELL DE LA TEIXETA","41.13530500","0.85831300","2007-09-06","3409","4828","1","4","Sin datos","566","91","14","0","0"
"2001030096","528","440.0000","1183.45405454064","0","0","9","C. VALENCIANA","3","ALICANTE","LA MARINA ALTA","VALL DE GALLINERA","38.83173600","-0.23018900","2001-08-09","0","0","0","2","FUMADORES","125","0","9","0","31021"
"2001370117","529","438.0000","1180.76132282735","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","MILANO EL","41.09992100","-6.60358200","2001-08-20","360","1080","1","4","Sin datos","403","9","5","0","655152"
"2006151929","530","437.0000","1179.41265154447","0","0","3","GALICIA","15","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","ARANGA","43.21949100","-8.06690500","2006-08-09","2495","5075","1","4","Otras motivaciones","55","11","0","0","1523793"
"2009240705","531","435.0000","1176.7106717029","0","0","17","CASTILLA Y LEON","24","LEON","VILLAFRANCA","TRABADELO","42.67063000","-6.85266400","2009-09-11","3374","4147","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","89","4","9","0","0"
"2002390365","532","434.5000","1176.03420675955","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 13","VALDÁLIGA","43.31977100","-4.34181700","2002-02-02","720","1230","1","4","Provocados por pastores y ganaderos para regenerar el pasto","12","2","0","333","1052"
"2010320109","533","433.0700","1174.09736567976","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","CHANDREXA DE QUEIXA","42.23814100","-7.44882600","2010-03-17","824","1092","1","4","Provocados por pastores y ganaderos para regenerar el pasto","64","3","10","0","0"
"2006361555","534","432.5000","1173.32444692203","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","A CAÑIZA","42.20848100","-8.29434100","2006-08-06","1220","1510","1","4","Sin datos","40","4","4","22319","245088"
"2009020113","535","431.0000","1171.28801302333","0","0","11","CASTILLA-MANCHA","2","ALBACETE","CENTRO","HIGUERUELA","39.01433400","-1.52652500","2009-06-11","1729","3172","0","3","MANIOBRAS MILITARES","76","4","3","0","0"
"2004500162","536","430.0000","1169.92842113964","0","1","10","ARAGON","50","ZARAGOZA","ZARAGOZA","ZARAGOZA","41.84697600","-0.98149000","2004-09-01","1075","1390","0","3","MANIOBRAS MILITARES","63","7","3","0","670751"
"2003060145","537","429.6700","1169.47940895336","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","MONESTERIO","38.15222400","-6.28040700","2003-07-03","305","335","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","64","4","2","0","0"
"2007120016","538","428.1600","1167.42263498894","0","1","9","C. VALENCIANA","12","CASTELLON","L ALT MAESTRAT","CULLA","40.26553100","-0.07520400","2007-03-07","2184","8374","0","1","RAYO","41","6","3","0","0"
"2007050053","539","428.0000","1167.2044863119","0","0","17","CASTILLA Y LEON","5","AVILA","PIEDRAHITA","S JUAN DEL OLMO","40.62459700","-5.04075100","2007-07-31","936","2256","0","3","MOTORES Y MÁQUINAS (OTROS)","319","12","11","0","0"
"2002362542","540","423.2000","1160.64096012927","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","A LAMA","42.39811500","-8.35728700","2002-08-30","3690","3810","1","4","Provocados por pastores y ganaderos para regenerar el pasto","46","6","4","143474","0"
"2005240723","541","422.6000","1159.81790769616","0","1","17","CASTILLA Y LEON","24","LEON","LA VECILLA-LA ROBLA","VALDEPIELAGO","42.88449200","-5.42042000","2005-08-17","4580","6010","0","1","RAYO","110","7","10","0","0"
"2004322483","542","421.2000","1157.89517686452","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","CARBALLEDA DE AVIA","42.34494600","-8.16494200","2004-07-31","2647","2795","1","4","Sin datos","110","12","13","0","102197"
"2006240385","543","421.0000","1157.62024033521","0","0","17","CASTILLA Y LEON","24","LEON","VEGA DE ESPINAREDA","TORENO","42.71778800","-6.50337300","2006-08-08","746","1977","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","182","6","5","0","0"
"2001100253","544","420.5000","1156.93261316415","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CASAR DE CÁCERES","39.58370200","-6.48232000","2001-07-18","315","330","0","5","CAUSA DESCONOCIDA","100","6","4","0","0"
"2008490242","545","418.0000","1153.48832861379","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","LUBIAN","42.05191500","-6.89105900","2008-04-06","1730","1740","1","4","Sin datos","18","0","1","0","0"
"2005323099","546","415.0000","1149.34156266218","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","A GUDIÑA","42.23406100","-7.43029900","2005-08-20","645","1815","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","68","7","0","0","0"
"2004240018","547","413.9000","1147.81732819936","0","1","17","CASTILLA Y LEON","24","LEON","PONFERRADA","MOLINASECA","42.52768100","-6.45687700","2004-07-25","411","1795","0","2","HOGUERAS","176","9","5","0","36706"
"2009010025","548","413.7800","1147.65092560904","0","0","1","EUSKADI","1","ALAVA","MONTAÑA","OTRA PROVINCIA","42.69324800","-2.66121200","2009-07-22","650","3050","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","83","11","3","64919","4104743"
"2002490305","549","412.2800","1145.56885378336","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","STA EUFEMIA DEL BARCO","41.69044100","-5.90310400","2002-08-14","510","1860","1","4","Provocados por cazadores para facilitar la caza","69","11","8","7506","51617"
"2003370100","550","410.0000","1142.39683707263","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","VILLARINO DE LOS AIRES","41.22594700","-6.43758900","2003-08-04","1685","3725","1","4","Sin datos","94","5","6","0","217567"
"2005490704","551","409.0000","1141.0028196686","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","41.98469700","-6.88970900","2005-08-20","1860","3300","1","4","Provocados por pastores y ganaderos para regenerar el pasto","82","7","6","29009","0"
"2004210114","552","408.9000","1140.8633242442","0","0","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","AROCHE","38.00073700","-6.82827500","2004-07-25","855","2700","0","2","ESCAPE DE VERTEDERO","228","17","5","0","0"
"2002370105","553","407.5800","1139.02038353486","0","0","17","CASTILLA Y LEON","37","SALAMANCA","GUIJUELO","FUENTES DE BEJAR","40.51152600","-5.69736100","2002-08-18","500","3340","1","4","Sin datos","147","13","4","0","14945"
"2006151805","554","407.0000","1138.20966292157","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MAZARICOS","42.90837000","-9.09611700","2006-08-11","535","580","0","6","INCENDIO REPRODUCIDO","1","7","1","0","0"
"2001240299","555","407.0000","1138.20966292157","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","ENCINEDO","42.26500300","-6.64048900","2001-08-13","1295","1775","1","4","Provocados por pastores y ganaderos para regenerar el pasto","51","5","3","5992","853145"
"2008490087","556","400.0000","1128.37916709551","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.20074700","-6.86688900","2008-02-16","1440","1710","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","21","1","6","0","0"
"2008320506","557","400.0000","1128.37916709551","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","VIANA DO BOLO","42.19005300","-6.99850800","2008-02-17","1294","1769","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","48","5","3","0","0"
"2006151814","558","400.0000","1128.37916709551","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","TOQUES","42.94745200","-7.95320000","2006-08-10","2288","2544","1","4","Sin datos","53","6","2","0","772385"
"2005460247","559","400.0000","1128.37916709551","0","0","9","C. VALENCIANA","46","VALENCIA","LA COSTANERA","XÀTIVA","38.95940700","-0.52511700","2005-06-22","0","0","0","1","RAYO","246","10","12","0","76238"
"2005322853","560","400.0000","1128.37916709551","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CASTRELO DO VAL","42.27024900","-7.62170400","2005-08-15","1380","1815","1","4","Sin datos","141","17","13","0","0"
"2005240629","561","400.0000","1128.37916709551","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","BENUZA","42.38287700","-6.67131200","2005-07-20","0","0","1","4","Sin datos","22","8","6","0","0"
"2003450224","562","400.0000","1128.37916709551","0","0","11","CASTILLA-MANCHA","45","TOLEDO","SAGRA-TOLEDO","ALMOROX","40.24817300","-4.38307200","2003-07-18","1923","1923","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","240","17","21","0","360972"
"2002330199","563","400.0000","1128.37916709551","0","0","5","ASTURIAS","33","ASTURIAS","NALON","SOBRESCOBIO","43.19505000","-5.46287900","2002-01-26","0","0","0","5","CAUSA DESCONOCIDA","11","1","1","0","0"
"2001151646","564","400.0000","1128.37916709551","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CARNOTA","42.78811400","-9.11458900","2001-09-10","1073","2664","1","4","Provocados por pastores y ganaderos para regenerar el pasto","148","15","12","0","303078"
"2003100353","565","399.0000","1126.96781048676","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CECLAVÍN","39.86315300","-6.76930200","2003-08-03","1020","1410","1","4","Sin datos","56","3","2","0","0"
"2006050107","566","397.2900","1124.55028647881","0","0","17","CASTILLA Y LEON","5","AVILA","NAVARREDONDA DE GREDOS","NAVALACRUZ","40.47054800","-4.99183400","2006-08-15","925","2710","0","2","FUMADORES","224","17","13","0","0"
"2003210124","567","396.0000","1122.72309555287","0","0","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","CUMBRES MAYORES","38.02183700","-6.72965600","2003-07-31","975","1095","0","5","CAUSA DESCONOCIDA","91","11","6","0","747902"
"2001090128","568","394.3100","1120.32482441982","0","0","17","CASTILLA Y LEON","9","BURGOS","MIRANDA DE EBRO","PANCORBO","42.65192100","-3.12529400","2001-08-07","735","8265","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","156","21","12","0","184686"
"2005151761","569","394.0000","1119.88434740563","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MUROS","42.76620400","-9.09477300","2005-08-15","1235","1475","1","4","Otras motivaciones","71","9","7","0","0"
"2003240025","570","393.5000","1119.17353530774","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTROCONTRIGO","42.21174400","-6.18868000","2003-03-19","501","1710","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","63","6","3","0","36528"
"2003140069","571","391.0900","1115.74106936878","0","0","4","ANDALUCIA","14","CORDOBA","VALLE DEL GUADIATO","ESPIEL","38.16927700","-4.98989000","2003-08-04","350","800","1","4","Sin datos","114","10","4","0","0"
"2005500237","572","390.8500","1115.39866870521","0","0","10","ARAGON","50","ZARAGOZA","CINCO VILLAS","LUNA","42.22439000","-0.94494600","2005-08-14","1525","7525","0","3","LÍNEAS ELÉCTRICAS","312","24","12","3685","1739042"
"2007060308","573","389.0000","1112.75579407835","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","VALENCIA DEL VENTOSO","38.29794200","-6.52593800","2007-08-11","360","960","1","4","Provocados por venganzas","76","6","5","0","0"
"2003490136","574","388.6400","1112.2407750414","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","FERRERUELA","41.71740100","-6.05017800","2003-08-04","455","1010","1","4","Sin datos","50","3","4","16692","304210"
"2005330447","575","387.0000","1109.89155304979","0","0","5","ASTURIAS","33","ASTURIAS","EO-NAVIA","VALDÉS","43.52071800","-6.38991900","2005-03-18","2304","2524","1","4","Sin datos","45","3","4","0","127091"
"2002100287","576","386.1000","1108.60023027041","0","0","14","EXTREMADURA","10","CACERES","IBORES-VILLUERCAS","LOGROSÁN","39.33753600","-5.53948400","2002-08-02","220","410","1","4","Sin datos","61","6","3","0","138996"
"2009160116","577","384.9200","1106.90488023978","0","0","11","CASTILLA-MANCHA","16","CUENCA","SERRANIA MEDIA","FRESNEDA DE ALTAREJOS","39.95995500","-2.30021000","2009-06-20","1680","5930","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","266","21","21","645616","0"
"2005323364","578","382.0000","1102.69840175003","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CUALEDRO","42.28636700","-7.89790600","2005-08-22","1650","1660","0","6","INCENDIO REPRODUCIDO","35","6","0","0","0"
"2002040044","579","381.7500","1102.33751206544","0","0","4","ANDALUCIA","4","ALMERIA","SIERRA DE FILABRES","TAHAL","37.16355700","-2.28922200","2002-06-26","625","2815","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","190","5","8","23515","14207"
"2008390150","580","380.0000","1099.80796846468","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 10","SOBA","43.19793000","-3.54678200","2008-02-15","0","0","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","0","0","0","0","38543"
"2002390162","581","380.0000","1099.80796846468","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 4","CABUÉRNIGA","43.21396600","-4.30307800","2002-01-26","1050","1080","1","4","Provocados por pastores y ganaderos para regenerar el pasto","23","2","0","1627","20177"
"2001060045","582","380.0000","1099.80796846468","0","0","14","EXTREMADURA","6","BADAJOZ","LA SIBERIA","CASTILBLANCO","39.24712600","-5.12356100","2001-06-25","230","321","1","4","Sin datos","64","5","3","0","0"
"2002200014","583","379.0300","1098.40336926032","0","0","1","EUSKADI","20","GUIPUZCOA","DONOSTIALDEA","PASAIA","43.33996300","-1.89597400","2002-01-27","870","1020","1","4","Provocados por pastores y ganaderos para regenerar el pasto","21","1","0","0","0"
"2005340053","584","376.0000","1094.00419197143","0","0","17","CASTILLA Y LEON","34","PALENCIA","BOEDO-OJEDA","VILLANUÑO DE VALDAVIA","42.51632800","-4.52307600","2005-07-16","745","855","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","112","20","5","0","0"
"2008384003","585","375.6700","1093.52400496132","0","0","12","CANARIAS","38","S.C. TENERIFE","LA GOMERA","VALLEHERMOSO","28.14278700","-17.28442600","2008-04-26","4292","99390","0","3","LÍNEAS ELÉCTRICAS","575","27","12","0","0"
"2006330752","586","374.0000","1091.09072690009","0","0","5","ASTURIAS","33","ASTURIAS","OVIEDO","BELMONTE DE MIRANDA","43.27032400","-6.25168000","2006-03-27","930","960","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","51","1","3","0","0"
"2010460118","587","373.4200","1090.24436572152","0","0","9","C. VALENCIANA","46","VALENCIA","EL COMTAT","OTRA PROVINCIA","38.80071900","-0.57105500","2010-09-06","5635","10075","1","4","Sin datos","1124","51","45","0","141476"
"2001170061","588","372.0000","1088.16946134492","0","0","2","CATALUÑA","17","GIRONA","BAIX EMPORDA","TORROELLA DE MONTGRÍ","42.10367400","3.16327400","2001-06-19","570","19200","1","4","Vandalismo","108","25","8","0","0"
"2005490021","589","370.0000","1085.24033231355","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.09910400","-6.94360500","2005-01-22","3060","4260","1","4","Provocados por pastores y ganaderos para regenerar el pasto","8","0","0","0","0"
"2004322405","590","370.0000","1085.24033231355","0","0","3","GALICIA","32","OURENSE","A LIMIA","LOBEIRA","42.02957700","-8.06500000","2004-07-28","1125","1675","1","4","Sin datos","30","9","10","0","167631"
"2005240634","591","369.6400","1084.71224907335","0","0","17","CASTILLA Y LEON","24","LEON","CANALES-LA MAGDALENA","RIELLO","42.80839000","-6.01947800","2005-07-22","856","3376","0","2","TRABAJOS FORESTALES","15","5","2","0","0"
"2008240501","592","369.0000","1083.77279907653","0","0","17","CASTILLA Y LEON","24","LEON","ASTORGA","MAGAZ DE CEPEDA","42.59682100","-6.10091100","2008-08-31","780","3040","0","2","QUEMA DE BASURA","169","11","8","0","0"
"2004490423","593","369.0000","1083.77279907653","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","42.00031000","-6.81147000","2004-08-01","1590","2550","1","4","Provocados por pastores y ganaderos para regenerar el pasto","54","3","3","0","0"
"2008240457","594","368.0000","1082.3032759612","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTRILLO DE LA VALDUERNA","42.32493300","-6.10948700","2008-08-17","611","1622","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","115","11","7","0","0"
"2004320986","595","368.0000","1082.3032759612","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","O IRIXO","42.50411400","-8.17199200","2004-03-28","490","560","1","4","Sin datos","33","6","5","0","728527"
"2006321055","596","366.0000","1079.35822757446","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","CHANDREXA DE QUEIXA","42.21825000","-7.36925200","2006-08-08","7790","8900","1","4","Provocados por pastores y ganaderos para regenerar el pasto","22","0","0","0","0"
"2009321665","597","365.0000","1077.88268590364","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","PIÑOR","42.53796000","-8.05916900","2009-09-29","1249","1512","0","5","CAUSA DESCONOCIDA","161","19","18","0","0"
"2003060185","598","362.0000","1073.44389140063","0","0","14","EXTREMADURA","6","BADAJOZ","LA SERENA","CABEZA DEL BUEY","38.63744000","-5.29920300","2003-07-03","338","1243","1","4","Sin datos","150","13","0","0","0"
"2009490528","599","360.0000","1070.47446969166","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","VILLALCAMPO","41.52500100","-6.04581400","2009-08-28","1150","3100","0","6","INCENDIO REPRODUCIDO","24","0","7","0","0"
"2005362839","600","360.0000","1070.47446969166","0","1","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","SALCEDA DE CASELAS","42.13285400","-8.56401600","2005-08-19","1870","1900","1","4","Provocados por pirómanos","76","7","4","40378","850993"
"2002490325","601","359.6600","1069.96884844776","0","0","17","CASTILLA Y LEON","49","ZAMORA","BERMILLO DE SAYAGO","VILLAR DEL BUEY","41.32950200","-6.27441900","2002-08-19","465","1275","1","4","Sin datos","89","4","6","0","0"
"2003380026","602","357.0000","1066.00482816736","0","0","12","CANARIAS","38","S.C. TENERIFE","EL HIERRO","FRONTERA","27.72178600","-18.04612300","2003-08-07","3080","4835","1","4","Sin datos","257","13","4","150000","0"
"2005362845","603","355.5000","1063.76296484855","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","MONDARIZ","42.19713900","-8.42086900","2005-08-19","2780","2830","1","4","Otras motivaciones","106","10","10","78533","507005"
"2004490313","604","355.0000","1063.0146264057","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","TABARA","41.84745400","-5.99256800","2004-06-18","930","2700","0","2","TRABAJOS FORESTALES","109","9","6","0","968130"
"2001210078","605","355.0000","1063.0146264057","0","0","4","ANDALUCIA","21","HUELVA","EL ANDEVALO","EL CERRO DE ANDÉVALO","37.74400600","-6.95155600","2001-06-29","645","1230","0","2","TRABAJOS FORESTALES","161","7","7","30075","46915"
"2006150952","606","353.0000","1060.01598960996","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CARNOTA","42.80452500","-9.11998800","2006-07-16","1511","2835","1","4","Sin datos","120","17","7","0","490142"
"2005271136","607","352.0000","1058.51348568025","0","0","3","GALICIA","27","LUGO","TERRA DE LEMOS","QUIROGA","42.55880100","-7.11183800","2005-12-23","1650","1800","1","4","Sin datos","29","7","1","0","0"
"2009320522","608","350.0000","1055.50206141119","0","0","3","GALICIA","32","OURENSE","A LIMIA","LOBEIRA","42.00866400","-8.05176900","2009-03-22","1412","1720","1","4","Provocados por cazadores para facilitar la caza","54","5","6","0","68830"
"2009240541","609","350.0000","1055.50206141119","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTROCONTRIGO","42.21174400","-6.18868000","2009-07-17","276","276","0","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","68","8","6","0","0"
"2006330787","610","350.0000","1055.50206141119","0","4","5","ASTURIAS","33","ASTURIAS","NARCEA","TINEO","43.41298500","-6.61522900","2006-03-29","1171","1245","1","4","Provocados por pastores y ganaderos para regenerar el pasto","37","2","2","0","84210"
"2006321054","611","350.0000","1055.50206141119","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CUALEDRO","41.97837100","-7.56549300","2006-08-08","1325","2145","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","52","9","2","0","41907"
"2006151004","612","350.0000","1055.50206141119","0","0","3","GALICIA","15","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","PONTECESO","43.27863600","-8.92983700","2006-07-17","1573","1742","0","1","RAYO","20","4","3","0","0"
"2005323468","613","350.0000","1055.50206141119","0","4","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","MELÓN","42.29652100","-7.48212400","2005-08-30","1665","3555","1","4","Sin datos","19","0","2","0","0"
"2005240704","614","350.0000","1055.50206141119","0","1","17","CASTILLA Y LEON","24","LEON","CISTIERNA","CREMENES","42.87733600","-5.13048000","2005-08-16","0","0","0","1","RAYO","48","0","7","0","0"
"2002330667","615","350.0000","1055.50206141119","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2002-02-02","1350","1710","1","4","Provocados por pastores y ganaderos para regenerar el pasto","2","0","0","0","433907"
"2003280215","616","348.8500","1053.76659557615","0","9","16","MADRID","28","MADRID","TORRELAGUNA","BUSTARVIEJO","40.84387300","-3.72699900","2003-08-05","1385","2152","0","1","RAYO","270","33","12","0","0"
"2006361795","617","347.7500","1052.10390608729","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","A CAÑIZA","42.18336400","-8.29462000","2006-08-10","720","930","1","4","Provocados por pirómanos","12","4","2","7590","263935"
"2001500089","618","347.6600","1051.96775155257","0","0","10","ARAGON","50","ZARAGOZA","VALDEJALÓN","SANTA CRUZ DE GRÍO","41.37421500","-1.42272800","2001-07-07","760","2550","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","250","6","4","0","13823"
"2008490355","619","347.5000","1051.72565552461","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","GALLEGOS DEL RIO","41.73958300","-6.16782300","2008-08-30","631","6230","0","2","OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES)","166","19","13","0","0"
"2002330693","620","345.5000","1048.69473955246","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.23767500","-6.71428500","2002-02-02","0","0","1","4","Provocados por pastores y ganaderos para regenerar el pasto","7","0","0","0","627697"
"2009030057","621","345.0000","1047.93564083587","0","0","9","C. VALENCIANA","3","ALICANTE","LA MARINA ALTA","LA VALL D' ALCALÁ","38.79681100","-0.26478000","2009-07-22","1275","4240","0","2","OTRAS NEGLIGENCIAS (OTRAS)","262","15","14","0","521107"
"2010070067","622","344.2000","1046.71993782702","0","0","15","ILLES BALEARS","7","ILLES BALEARS","IBIZA","SANT JOAN DE LABRITJA","39.08529700","1.45852400","2010-08-22","4355","15975","0","2","HOGUERAS","427","22","21","0","0"
"2005240485","623","344.0000","1046.4157913909","0","0","17","CASTILLA Y LEON","24","LEON","VEGA DE ESPINAREDA","PARAMO DEL SIL","42.82477900","-6.49087100","2005-06-10","4665","4785","0","1","RAYO","55","3","5","0","0"
