"IDPIF","zIndex","SUPQUEMADA","RADIO_M","MUERTOS","HERIDOS","IDCOMUNIDAD","COMUNIDAD","IDPROVINCIA","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","RES_GRP_CAUSA","IDGRUPOCAUSA","DESC_CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2005490702","882","212.0000","821.472433323016","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.18248000","-6.76361100","2005-08-20","3600","5040","1","4","Sin datos","26","0","4","5668","0"
"2002230204","883","212.0000","821.472433323016","0","0","4","ANDALUCIA","23","JAEN","LA LOMA","ÚBEDA","37.90353800","-3.26702800","2002-09-04","465","495","1","4","Provocados por venganzas","49","2","0","0","0"
"2007490214","884","211.0000","819.532708223289","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","PEDRALBA DE LA PRADERIA","41.97793600","-6.73589200","2007-11-02","1520","1820","1","4","Sin datos","39","2","6","0","0"
"2007240288","885","210.5300","818.619449672883","0","0","17","CASTILLA Y LEON","24","LEON","VILLAFRANCA","BALBOA","42.71721900","-6.91779800","2007-11-10","0","0","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","19","2","4","0","0"
"2006151544","886","210.3000","818.172164427825","0","0","3","GALICIA","15","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","MALPICA DE BERGANTIÑOS","43.30315400","-8.89273400","2006-08-06","0","0","1","4","Provocados por cazadores para facilitar la caza","52","6","0","0","359067"
"2008459009","887","210.0000","817.588381146626","0","0","11","CASTILLA-MANCHA","45","TOLEDO","LA MANCHA","QUERO","39.53754400","-3.27781000","2008-02-11","2284","2884","0","2","HOGUERAS","29","2","1","10336","3822"
"2008240319","888","210.0000","817.588381146626","0","0","17","CASTILLA Y LEON","24","LEON","LA VECILLA-LA ROBLA","ROBLA LA","42.80406100","-5.61766400","2008-04-05","1141","1166","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","25","1","7","0","0"
"2007390285","889","210.0000","817.588381146626","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2007-12-20","12600","12660","1","4","Provocados por pastores y ganaderos para regenerar el pasto","15","1","0","0","45372"
"2006151815","890","210.0000","817.588381146626","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","VAL DO DUBRA","43.07121800","-8.61881300","2006-08-10","525","1825","1","4","Sin datos","131","11","0","0","344124"
"2006151472","891","210.0000","817.588381146626","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","SANTIAGO DE COMPOSTELA","42.90883500","-8.58915200","2006-08-04","485","1270","1","4","Otras motivaciones","43","8","0","0","95671"
"2005390143","892","210.0000","817.588381146626","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 9","RIOTUERTO","43.33206200","-3.68712500","2005-03-19","960","1020","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","9","0","2","0","160039"
"2003390134","893","210.0000","817.588381146626","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 3","RIONANSA","43.22185700","-4.41931900","2003-04-27","450","1020","1","4","Provocados por pastores y ganaderos para regenerar el pasto","6","0","0","0","0"
"2002330206","894","210.0000","817.588381146626","0","0","5","ASTURIAS","33","ASTURIAS","OVIEDO","SALAS","43.41509800","-6.24871600","2002-01-26","0","0","1","4","Provocados por pastores y ganaderos para regenerar el pasto","7","1","0","0","18577"
"2002290203","895","210.0000","817.588381146626","0","2","4","ANDALUCIA","29","MALAGA","LA AXARQUIA","FRIGILIANA","36.81765000","-3.89181300","2002-08-11","762","4062","0","5","CAUSA DESCONOCIDA","298","15","17","292465","268190"
"2002030079","896","210.0000","817.588381146626","0","0","9","C. VALENCIANA","3","ALICANTE","L ALCOIA","BENIFALLIN","38.65719700","-0.40982600","2002-11-02","1545","2625","0","3","LÍNEAS ELÉCTRICAS","168","0","7","0","204152"
"2001152049","897","210.0000","817.588381146626","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","RIBEIRA","42.59324000","-9.03693100","2001-09-18","925","1205","1","4","Provocados por pirómanos","41","8","3","0","136123"
"2003060530","898","209.6800","816.965219180212","0","0","14","EXTREMADURA","6","BADAJOZ","BADAJOZ-CENTRO","OTRA PROVINCIA","39.17870300","-6.33155500","2003-08-02","2395","4795","0","1","RAYO","17","2","5","0","129171"
"2001100480","899","209.0000","815.639419182351","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","SIERRA DE FUENTES","39.31282600","-6.28240600","2001-08-16","250","400","0","5","CAUSA DESCONOCIDA","66","3","2","0","0"
"2003280197","900","207.7000","813.098784652722","0","0","16","MADRID","28","MADRID","SAN MARTIN DE VALDEIGLESIAS","OTRA PROVINCIA","40.416927","-3.699861","2003-08-01","779","2391","0","2","ESCAPE DE VERTEDERO","193","31","5","0","113489"
"2009240278","901","207.3000","812.315452308399","0","0","17","CASTILLA Y LEON","24","LEON","VILLAFRANCA","BARJAS","42.61330700","-6.94003700","2009-03-23","870","1520","1","4","Sin datos","22","0","1","0","0"
"2002060369","902","207.2100","812.13909840706","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","HINOJOSA DEL VALLE","38.45754200","-6.16097900","2002-08-13","665","685","1","4","Provocados contra el acotamiento de la caza","36","1","1","0","55206"
"2009330684","903","207.0000","811.727456970901","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.17761400","-6.74837300","2009-03-17","4368","5551","1","4","Provocados por pastores y ganaderos para regenerar el pasto","61","4","5","0","45140"
"2003270322","904","206.0000","809.764388904951","0","0","3","GALICIA","27","LUGO","TERRA DE LEMOS","A POBLA DO BROLLÓN","42.59719200","-7.32745700","2003-06-19","660","700","1","4","Sin datos","67","13","4","2311","248499"
"2010320865","905","205.9000","809.567820292052","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","LAZA","42.04926500","-7.42637500","2010-08-22","1768","4118","1","4","Otras motivaciones","115","20","19","0","434974"
"2003430055","906","205.6000","808.977827875322","0","0","2","CATALUÑA","43","TARRAGONA","ALT CAMP","ALCOVER","41.27960600","1.17665100","2003-08-05","700","3265","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","342","53","11","0","0"
"2009320673","907","205.0000","807.796550300118","0","0","3","GALICIA","32","OURENSE","A LIMIA","MUIÑOS","41.91652100","-7.96861400","2009-03-29","1045","1295","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","110","13","9","0","93709"
"2008390259","908","205.0000","807.796550300118","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 8","OTRA PROVINCIA","43.183119","-3.987179","2008-02-09","1620","1680","1","4","Provocados por pastores y ganaderos para regenerar el pasto","8","0","0","0","46296"
"2006151650","909","205.0000","807.796550300118","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","ROIS","42.80202800","-8.74574900","2006-08-08","705","1025","1","4","Otras motivaciones","11","1","0","0","1131673"
"2006210064","910","204.0000","805.82390620714","0","0","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","ALÁJAR","37.85586200","-6.67692200","2006-07-11","565","3655","0","1","RAYO","247","15","19","0","0"
"2003060192","911","204.0000","805.82390620714","0","0","14","EXTREMADURA","6","BADAJOZ","LA SERENA","MAGACELA","38.82252900","-5.69121900","2003-07-06","310","865","1","4","Sin datos","45","4","2","0","0"
"2003060186","912","204.0000","805.82390620714","0","0","14","EXTREMADURA","6","BADAJOZ","BADAJOZ-CENTRO","MÉRIDA","39.02273900","-6.31831700","2003-07-04","165","190","0","5","CAUSA DESCONOCIDA","48","3","2","0","0"
"2002130054","913","204.0000","805.82390620714","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","PASTOS","MESTANZA","38.48556900","-3.98314300","2002-06-25","1479","1569","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","46","10","1","0","0"
"2001250030","914","203.3000","804.440177149082","0","0","2","CATALUÑA","25","LLEIDA","LA NOGERA","CAMARASA","41.87087700","0.93581700","2001-06-22","1735","2095","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","133","20","7","0","0"
"2004270715","915","203.0600","803.965207508886","0","0","3","GALICIA","27","LUGO","LUGO-SARRIA","SAMOS","42.62452700","-7.25108500","2004-07-28","1675","1825","0","5","CAUSA DESCONOCIDA","158","15","17","5637","149662"
"2010370102","916","203.0000","803.846421247924","0","0","17","CASTILLA Y LEON","37","SALAMANCA","CIUDAD RODRIGO","CASTILLEJO DE MARTIN VIEJO","40.75228000","-6.65815800","2010-07-26","481","1740","1","4","Represalia al reducirse las inversiones públicas en los montes","113","11","11","0","0"
"2008140015","917","202.8800","803.608796050463","0","0","4","ANDALUCIA","14","CORDOBA","VALLE DE LOS PEDROCHES","EL VISO","38.63025400","-5.00104400","2008-07-01","346","1041","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","113","6","13","97271","0"
"2007210042","918","202.4300","802.717075065585","0","0","4","ANDALUCIA","21","HUELVA","COSTA OCCIDENTAL","LEPE","37.30659400","-7.25861500","2007-06-12","350","1370","0","3","MOTORES Y MÁQUINAS (OTROS)","125","12","3","0","0"
"2009332078","919","202.0000","801.864059608146","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.23767500","-6.71428500","2009-03-14","440","500","1","4","Provocados por pastores y ganaderos para regenerar el pasto","11","1","1","0","13042"
"2009330550","920","202.0000","801.864059608146","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.32133400","-6.73073700","2009-03-15","254","609","1","4","Provocados por pastores y ganaderos para regenerar el pasto","12","0","1","0","15670"
"2009330508","921","202.0000","801.864059608146","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.32133400","-6.73073700","2009-03-14","440","500","1","4","Provocados por pastores y ganaderos para regenerar el pasto","11","1","1","0","13042"
"2006490286","922","202.0000","801.864059608146","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","41.97280500","-6.87299300","2006-09-20","2055","2085","1","4","Sin datos","49","1","6","16023","0"
"2005470035","923","202.0000","801.864059608146","0","0","17","CASTILLA Y LEON","47","VALLADOLID","OLMEDO","OLMEDO","41.20399700","-4.74326100","2005-06-11","380","410","0","1","RAYO","38","13","3","6688","66176"
"2002290156","924","201.0000","799.876785029682","0","0","4","ANDALUCIA","29","MALAGA","ANTEQUERA","ANTEQUERA","36.99281500","-4.73062300","2002-07-25","745","985","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","190","14","10","27238","32934"
"2006100037","925","200.5600","799.000818353905","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","PEDROSO DE ACIM","39.85452200","-6.40460700","2006-07-17","450","7290","0","6","INCENDIO REPRODUCIDO","165","56","6","0","0"
"2010330549","926","200.0000","797.884560802865","0","0","5","ASTURIAS","33","ASTURIAS","ORIENTE","CANGAS DE ONÍS","43.32057000","-5.09069800","2010-03-17","1085","1085","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","7","0","1","0","0"
"2009320529","927","200.0000","797.884560802865","0","0","3","GALICIA","32","OURENSE","A LIMIA","LOBIOS","41.96514300","-8.07149400","2009-03-22","1242","1428","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","83","6","7","0","39153"
"2008240021","928","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","TRUCHAS","42.26897900","-6.41487700","2008-01-24","1440","1799","1","4","Provocados por cazadores para facilitar la caza","17","0","1","0","0"
"2006361627","929","200.0000","797.884560802865","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","A CAÑIZA","42.20848100","-8.29434100","2006-08-07","580","1205","0","6","INCENDIO REPRODUCIDO","37","3","2","15098","192499"
"2006321133","930","200.0000","797.884560802865","0","0","3","GALICIA","32","OURENSE","MIÑO-ARNOIA","COLES","42.40179900","-7.86312800","2006-08-10","1620","5630","1","4","Sin datos","153","14","8","0","70855"
"2006240078","931","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","ENCINEDO","42.26500300","-6.64048900","2006-02-12","0","0","1","4","Provocados por cazadores para facilitar la caza","5","0","0","0","0"
"2006240076","932","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","ENCINEDO","42.26500300","-6.64048900","2006-02-12","2590","2650","1","4","Provocados por cazadores para facilitar la caza","10","0","0","0","0"
"2006151800","933","200.0000","797.884560802865","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","BOQUEIXÓN-CASANOVA","42.87692600","-8.41984300","2006-08-08","210","435","1","4","Otras motivaciones","32","2","0","0","384035"
"2006151685","934","200.0000","797.884560802865","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","TORDOIA","43.08560200","-8.55252900","2006-08-09","800","805","1","4","Provocados por pastores y ganaderos para regenerar el pasto","21","10","0","0","214261"
"2006151546","935","200.0000","797.884560802865","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","LOUSAME","42.76786800","-8.83399400","2006-08-06","1300","1325","1","4","Otras motivaciones","47","5","1","0","357824"
"2005322723","936","200.0000","797.884560802865","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","LAZA","42.27754100","-7.39448800","2005-08-07","660","960","1","4","Provocados por cazadores para facilitar la caza","86","8","11","0","0"
"2004490407","937","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","49","ZAMORA","BERMILLO DE SAYAGO","MUGA DE SAYAGO","41.36641000","-6.24873300","2004-07-28","285","300","1","4","Sin datos","123","3","4","0","273751"
"2004390010","938","200.0000","797.884560802865","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2004-02-04","0","0","1","4","Provocados por pastores y ganaderos para regenerar el pasto","0","0","0","0","11800"
"2003200059","939","200.0000","797.884560802865","0","0","1","EUSKADI","20","GUIPUZCOA","GOIERRI","ORDIZIA","43.06077700","-2.18027100","2003-08-08","7410","7420","1","4","Sin datos","34","2","1","0","0"
"2003100693","940","200.0000","797.884560802865","0","0","14","EXTREMADURA","10","CACERES","IBORES-VILLUERCAS","LOGROSÁN","39.33984100","-5.51214100","2003-08-15","470","630","1","4","Sin datos","142","2","0","0","37924"
"2002330561","941","200.0000","797.884560802865","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","TINEO","43.33933400","-6.48244900","2002-02-02","449","780","0","5","CAUSA DESCONOCIDA","15","2","0","0","240356"
"2002330489","942","200.0000","797.884560802865","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2002-02-01","0","0","1","4","Provocados por pastores y ganaderos para regenerar el pasto","5","0","0","0","0"
"2001500098","943","200.0000","797.884560802865","0","0","10","ARAGON","50","ZARAGOZA","ZARAGOZA","ZARAGOZA","41.72155200","-0.89612500","2001-07-25","0","0","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","30","0","0","0","2524"
"2001490409","944","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.15981700","-6.84483500","2001-12-16","3960","4110","1","4","Provocados por cazadores para facilitar la caza","29","0","1","0","0"
"2001490405","945","200.0000","797.884560802865","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.15981700","-6.84483500","2001-12-16","3960","4110","1","4","Provocados por cazadores para facilitar la caza","14","0","0","0","0"
"2001110108","946","200.0000","797.884560802865","0","0","4","ANDALUCIA","11","CADIZ","CAMPO DE GIBRALTAR","LOS BARRIOS","36.24176600","-5.55840200","2001-10-09","1218","1608","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","272","13","7","0","0"
"2009230123","947","199.5000","796.886580974145","0","0","4","ANDALUCIA","23","JAEN","SIERRA DE SEGURA","SEGURA DE LA SIERRA","38.27462700","-2.75296400","2009-09-10","1615","5895","0","3","MANIOBRAS MILITARES","377","17","25","0","0"
"2004322523","948","199.0000","795.887349758585","0","0","3","GALICIA","32","OURENSE","MIÑO-ARNOIA","BAÑOS DE MOLGAS","42.19605800","-7.69417100","2004-07-31","440","560","1","4","Sin datos","38","5","6","0","0"
"2006060021","949","198.5000","794.886862436928","0","0","14","EXTREMADURA","6","BADAJOZ","BADAJOZ-CENTRO","LA NAVA DE SANTIAGO","39.04261300","-6.49149500","2006-06-25","210","505","0","6","INCENDIO REPRODUCIDO","62","11","4","0","0"
"2002390022","950","198.0000","793.885114260184","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 10","ARREDONDO","43.26925500","-3.63252000","2002-01-28","1410","1470","1","4","Provocados por pastores y ganaderos para regenerar el pasto","13","0","0","0","33521"
"2006361047","951","197.1000","792.078774913361","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","CALDAS DE REIS","42.59854200","-8.68564200","2006-07-17","940","1895","1","4","Provocados por pirómanos","70","9","10","0","1281255"
"2005490165","952","197.0000","791.877816195193","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","LUBIAN","42.05238800","-6.95404600","2005-02-12","1260","1560","1","4","Provocados por pastores y ganaderos para regenerar el pasto","38","2","2","1913","0"
"2006361554","953","196.3100","790.489808642338","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","PONTEVEDRA","42.37337700","-8.59149400","2006-08-06","230","350","1","4","Provocados por pirómanos","16","0","3","33227","253544"
"2006321056","954","196.0000","789.865416966859","0","0","3","GALICIA","32","OURENSE","MIÑO-ARNOIA","COLES","42.41441700","-7.81954800","2006-08-08","3295","8560","1","4","Sin datos","112","7","8","0","405413"
"2006151927","955","196.0000","789.865416966859","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","LOUSAME","42.74186200","-8.89508700","2006-08-10","2020","2295","1","4","Otras motivaciones","51","6","5","0","2006057"
"2006151210","956","196.0000","789.865416966859","0","0","3","GALICIA","15","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","A LARACHA","43.20498600","-8.51219200","2006-07-23","1500","1610","1","4","Otras motivaciones","106","16","5","0","833831"
"2003100605","957","196.0000","789.865416966859","0","0","14","EXTREMADURA","10","CACERES","AMBROZ-JERTE Y TIETAR","ABADÍA","40.28384200","-6.00664500","2003-09-10","725","2045","1","4","Sin datos","106","13","2","0","0"
"2003060253","958","196.0000","789.865416966859","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","PUEBLA DEL MAESTRE","38.10231500","-6.11978600","2003-08-04","465","570","1","4","Provocados por pirómanos","56","5","1","0","569632"
"2002330681","959","196.0000","789.865416966859","0","0","5","ASTURIAS","33","ASTURIAS","EO-NAVIA","GRANDAS DE SALIME","43.19769500","-6.90079700","2002-02-02","495","500","1","4","Provocados para ahuyentar animales (lobos, jabalíes)","7","1","0","208","71718"
"2005080355","960","195.2500","788.352746411054","0","2","2","CATALUÑA","8","BARCELONA","VALLS OCCIDENTAL","CASTELLBISBAL","41.47850700","1.97308600","2005-07-05","420","1200","1","4","Sin datos","557","99","22","0","0"
"2009100372","961","195.0000","787.84787748549","0","0","14","EXTREMADURA","10","CACERES","MONFRAGUE","MALPARTIDA DE PLASENCIA","40.00590500","-6.01693200","2009-07-26","1291","3076","1","4","Sin datos","148","5","6","0","0"
"2005323604","962","195.0000","787.84787748549","0","0","3","GALICIA","32","OURENSE","A LIMIA","BALTAR","42.48274200","-8.02852100","2005-09-03","620","1865","1","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","83","4","7","0","0"
"2003320124","963","195.0000","787.84787748549","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","VILAMARTÍN DE VALDEORRAS","42.46764600","-7.08510800","2003-03-16","1200","1420","0","5","CAUSA DESCONOCIDA","49","6","2","0","4044"
"2003100488","964","194.5000","786.837167797425","0","0","14","EXTREMADURA","10","CACERES","AMBROZ-JERTE Y TIETAR","ROBLEDILLO DE LA VERA","40.07758600","-5.56432800","2003-08-14","1750","3595","1","4","Sin datos","60","7","1","0","22582"
"2006170164","965","194.0300","785.885915487998","0","0","2","CATALUÑA","17","GIRONA","ALT EMPORDA","TERRADES","42.30368200","2.83949800","2006-08-04","5503","6052","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","512","105","15","0","0"
"2006460128","966","194.0000","785.825158159596","0","1","9","C. VALENCIANA","46","VALENCIA","EL CAMP DE TURIA","VILAMARXANT","39.59445700","-0.67314600","2006-07-20","1645","6089","1","4","Otras motivaciones","436","26","33","0","395066"
"2005390145","967","194.0000","785.825158159596","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2005-03-16","10620","10680","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","23","2","0","496","27721"
"2002390086","968","194.0000","785.825158159596","0","1","6","CANTABRIA","39","CANTABRIA","COMARCA 4","LOS TOJOS","43.14314400","-4.21725100","2002-01-26","990","1890","1","4","Provocados por pastores y ganaderos para regenerar el pasto","20","1","0","553","47155"
"2004210112","969","193.1400","784.081446136416","0","0","4","ANDALUCIA","21","HUELVA","CUENCA MINERA","EL CAMPILLO","37.72561300","-6.68881500","2004-07-22","853","1573","1","4","Provocados por cazadores para facilitar la caza","227","20","16","0","126076"
"2006321436","970","193.0000","783.797218886821","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","O BARCO DE VALDEORRAS","42.38543000","-6.97890000","2006-09-05","1324","2704","1","4","Sin datos","39","8","12","0","40626"
"2002200037","971","193.0000","783.797218886821","0","0","1","EUSKADI","20","GUIPUZCOA","DONOSTIALDEA","DONOSTIA-SAN SEBASTIÁN","43.29605800","-1.98760000","2002-02-01","600","660","0","2","HOGUERAS","59","6","1","0","100728"
"2005070009","972","192.0000","781.764019044672","0","0","15","ILLES BALEARS","7","ILLES BALEARS","MALLORCA","MURO","39.77884600","3.08270000","2005-02-13","598","643","1","4","Sin datos","45","6","1","7782","0"
"2001010031","973","191.6500","781.051148690811","0","0","1","EUSKADI","1","ALAVA","RIBERAS","VALDEGOVIA","42.83056300","-3.03670500","2001-08-01","1275","1590","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","128","17","2","88612","407589"
"2008050013","974","190.7500","779.21505882239","0","0","17","CASTILLA Y LEON","5","AVILA","EL BARCO DE AVILA","NAVALPERAL DE TORMES","40.32647200","-5.27625100","2008-02-08","470","1050","1","4","Sin datos","89","2","3","0","0"
"2010390122","975","190.1100","777.906758309763","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 9","SELAYA","43.20415300","-3.76483800","2010-03-01","3030","3300","1","4","Provocados por pastores y ganaderos para regenerar el pasto","28","0","1","1156","38203"
"2006490263","976","190.0000","777.681672504375","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","FONFRIA","41.64846100","-6.21124200","2006-09-09","1323","2883","0","1","RAYO","214","6","7","27363","0"
"2006030006","977","190.0000","777.681672504375","0","0","9","C. VALENCIANA","3","ALICANTE","LA MARINA BAIXA","FINESTRAT","38.57601500","-0.20237600","2006-03-07","2007","2659","1","4","Sin datos","68","3","9","0","444213"
"2005240671","978","190.0000","777.681672504375","0","0","17","CASTILLA Y LEON","24","LEON","VILLAFRANCA","TRABADELO","42.64971900","-6.87198400","2005-08-06","1893","3408","1","4","Sin datos","123","6","10","0","0"
"2005240626","979","190.0000","777.681672504375","0","0","17","CASTILLA Y LEON","24","LEON","CANALES-LA MAGDALENA","RIELLO","42.80839000","-6.01947800","2005-07-21","675","1275","1","4","Provocados por pastores y ganaderos para regenerar el pasto","32","6","6","0","0"
"2005130016","980","190.0000","777.681672504375","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","MANCHA","VILLARUBIA DE LOS OJOS","39.21731700","-3.64317400","2005-02-22","300","540","0","2","QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA)","29","3","0","547","35956"
"2003322101","981","190.0000","777.681672504375","0","0","3","GALICIA","32","OURENSE","MIÑO-ARNOIA","XUNQUEIRA DE AMBÍA","42.15317900","-7.70760400","2003-09-15","1085","2164","1","4","Sin datos","78","0","12","0","0"
"2003321235","982","190.0000","777.681672504375","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","CARBALLEDA DE VALDEORRAS","42.42282900","-6.91109100","2003-08-10","303","1743","1","4","Sin datos","66","6","8","0","0"
"2002060087","983","190.0000","777.681672504375","0","0","14","EXTREMADURA","6","BADAJOZ","LA SERENA","VALLE DE LA SERENA","38.71796400","-5.81021400","2002-07-03","340","1330","1","4","Provocados por venganzas","38","7","3","0","0"
"2001370109","984","190.0000","777.681672504375","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","VILLAR DE PERALONSO","41.03699800","-6.21011200","2001-08-14","450","790","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","192","14","4","0","84006"
"2001130050","985","190.0000","777.681672504375","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","MANCHA","DAIMIEL","39.06899400","-3.61007100","2001-07-10","499","529","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","38","5","1","0","0"
"2004331739","986","189.7900","777.251782235471","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2004-10-03","1675","2684","1","4","Sin datos","33","4","6","0","73615"
"2002390116","987","189.0000","775.632441873962","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 3","TUDANCA","43.15603000","-4.36031800","2002-01-29","420","1080","1","4","Sin datos","16","0","0","135","55027"
"2002310042","988","189.0000","775.632441873962","0","0","13","NAVARRA","31","NAVARRA","ZONA 1","ITUREN","43.13812800","-1.71919200","2002-02-02","0","0","1","4","Sin datos","14","2","0","0","0"
"2001040046","989","188.6000","774.811232070515","0","0","4","ANDALUCIA","4","ALMERIA","SIERRA NEVADA  (AL)","CANJÁYAR","37.05227400","-2.71620200","2001-06-17","360","450","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","114","8","8","0","0"
"2007100199","990","188.0000","773.577782789505","0","0","14","EXTREMADURA","10","CACERES","AMBROZ-JERTE Y TIETAR","CABEZABELLOSA","40.11232800","-6.01303500","2007-08-05","1350","2700","0","1","RAYO","84","10","3","0","0"
"2005240330","991","188.0000","773.577782789505","0","0","17","CASTILLA Y LEON","24","LEON","BENAVIDES DE ORBIGO","VALDESAMARIO","42.70824400","-5.90350700","2005-02-18","714","790","1","4","Sin datos","17","3","1","0","0"
"2003100231","992","188.0000","773.577782789505","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","MORALEJA","39.98632800","-6.70469300","2003-08-01","380","501","0","5","CAUSA DESCONOCIDA","27","1","1","0","0"
"2003060531","993","187.3400","772.218713044895","0","0","14","EXTREMADURA","6","BADAJOZ","SIERRA DE SAN PEDRO","OTRA PROVINCIA","39.25377800","-7.24977400","2003-08-02","4320","14350","0","1","RAYO","45","2","3","0","103834"
"2010180110","994","186.7900","771.084325092076","0","0","4","ANDALUCIA","18","GRANADA","SIERRAS LITORALES","LOS GUAJARES","36.87311300","-3.53887800","2010-10-30","1064","2654","1","4","Sin datos","366","11","13","0","368247"
"2003130073","995","186.4000","770.278928600923","0","0","11","CASTILLA-MANCHA","13","CIUDAD REAL","MONTES NORTE","FONTANAREJO","39.20893900","-4.51046100","2003-07-09","396","1956","1","4","Sin datos","83","13","10","0","0"
